Date,Team,Opp,BO,Pos,PA,H,2B,3B,HR,R,RBI,SB,CS
4/23/2022,LAA,BAL,1,DH,5,0,0,0,0,0,0,1,0
4/22/2022,LAA,BAL,1,DH,4,0,0,0,0,0,0,0,0
4/20/2022,LAA,@HOU,1,DH-P,5,2,1,0,0,1,2,0,0
4/19/2022,LAA,@HOU,1,DH,5,0,0,0,0,0,0,0,0
4/18/2022,LAA,@HOU,1,DH,4,1,0,0,0,0,0,0,0
4/17/2022,LAA,@TEX,1,DH,5,1,0,0,0,1,1,0,0
4/16/2022,LAA,@TEX,1,DH,5,2,0,0,1,3,3,1,0
4/15/2022,LAA,@TEX,1,DH,5,2,0,0,2,2,3,0,0
4/14/2022,LAA,@TEX,1,DH-P,5,1,1,0,0,1,0,0,0
4/12/2022,LAA,MIA,1,DH,4,1,0,0,0,0,0,0,1
4/11/2022,LAA,MIA,1,DH,4,1,0,0,0,1,0,1,0
4/10/2022,LAA,HOU,1,DH,4,1,1,0,0,0,0,0,0
4/9/2022,LAA,HOU,1,DH,4,0,0,0,0,0,0,0,0
4/8/2022,LAA,HOU,1,DH,5,1,0,0,0,1,0,0,0
4/7/2022,LAA,HOU,1,DH-P,4,0,0,0,0,0,0,0,0
10/3/2021,LAA,@SEA,1,DH,5,1,0,0,1,1,1,0,0
10/2/2021,LAA,@SEA,2,DH,4,0,0,0,0,1,0,0,0
10/1/2021,LAA,@SEA,2,DH,4,0,0,0,0,0,0,0,0
9/30/2021,LAA,@TEX,2,DH,5,2,1,1,0,1,1,0,0
9/29/2021,LAA,@TEX,1,DH,5,2,0,0,0,1,0,2,0
9/28/2021,LAA,@TEX,2,DH,4,0,0,0,0,0,0,0,0
9/26/2021,LAA,SEA,2,P,3,1,0,0,0,0,0,0,0
9/25/2021,LAA,SEA,2,DH,5,2,0,2,0,3,3,0,0
9/24/2021,LAA,SEA,2,DH,5,0,0,0,0,0,0,0,0
9/23/2021,LAA,HOU,2,DH,4,0,0,0,0,1,0,1,0
9/22/2021,LAA,HOU,3,DH,6,0,0,0,0,0,0,0,1
9/21/2021,LAA,HOU,2,DH,4,2,0,0,1,2,1,0,0
9/20/2021,LAA,HOU,3,DH,4,0,0,0,0,0,0,0,0
9/19/2021,LAA,OAK,2,P,4,0,0,0,0,0,0,0,0
9/18/2021,LAA,OAK,3,DH,4,2,0,0,0,1,0,0,0
9/17/2021,LAA,OAK,3,DH,4,1,0,0,0,0,0,0,0
9/16/2021,LAA,@CHW,3,DH,5,2,0,0,0,1,0,0,0
9/15/2021,LAA,@CHW,2,DH,5,0,0,0,0,0,0,0,0
9/14/2021,LAA,@CHW,2,DH,5,0,0,0,0,0,0,0,0
9/12/2021,LAA,@HOU,2,DH,4,1,0,0,0,0,0,0,0
9/11/2021,LAA,@HOU,2,DH,5,1,0,0,0,1,0,0,0
9/10/2021,LAA,@HOU,2,P,3,1,0,0,1,1,1,0,0
9/7/2021,LAA,@SDP,8,PH,1,1,0,0,0,0,0,0,0
9/6/2021,LAA,TEX,2,DH,4,0,0,0,0,0,0,0,0
9/5/2021,LAA,TEX,2,DH,5,0,0,0,0,0,0,1,0
9/4/2021,LAA,TEX,2,DH,4,2,0,0,1,1,3,0,1
9/3/2021,LAA,TEX,2,P,4,0,0,0,0,0,0,0,0
9/1/2021,LAA,NYY,2,DH,4,0,0,0,0,0,0,0,0
8/31/2021,LAA,NYY,2,DH,4,0,0,0,0,2,0,2,0
8/30/2021,LAA,NYY,2,DH,4,1,0,0,1,1,1,0,0
8/28/2021,LAA,SDP,2,DH,5,0,0,0,0,2,0,1,0
8/27/2021,LAA,SDP,1,DH,4,0,0,0,0,0,0,0,0
8/26/2021,LAA,@BAL,1,DH,4,1,0,0,1,1,1,0,0
8/25/2021,LAA,@BAL,1,P,4,0,0,0,0,0,0,0,0
8/24/2021,LAA,@BAL,1,DH,6,1,0,0,0,0,0,0,0
8/22/2021,LAA,@CLE,1,DH,4,1,0,0,0,0,0,1,0
8/21/2021,LAA,@CLE,1,DH,4,0,0,0,0,0,0,0,0
8/20/2021,LAA,@CLE,1,DH,4,1,0,0,0,0,0,0,0
8/19/2021,LAA,@DET,1,DH,6,2,0,0,0,2,1,0,0
8/18/2021,LAA,@DET,1,P,4,1,0,0,1,1,1,0,0
8/17/2021,LAA,@DET,1,DH,6,1,0,0,0,1,0,1,1
8/16/2021,LAA,@NYY,1,DH,4,0,0,0,0,0,0,0,0
8/15/2021,LAA,HOU,1,DH,4,2,0,0,0,0,0,0,0
8/14/2021,LAA,HOU,1,DH,5,2,0,0,1,1,1,1,0
8/13/2021,LAA,HOU,1,DH,4,1,0,0,0,0,1,0,0
8/12/2021,LAA,TOR,1,P,4,1,1,0,0,1,0,0,0
8/11/2021,LAA,TOR,1,DH,4,1,0,0,1,1,2,0,0
8/10/2021,LAA,TOR,1,DH,4,1,0,1,0,0,0,0,0
8/10/2021,LAA,@TOR,2,DH,4,0,0,0,0,1,0,1,0
8/8/2021,LAA,@LAD,8,PH-RF,1,0,0,0,0,0,0,0,0
8/7/2021,LAA,@LAD,8,PH,1,0,0,0,0,0,0,0,0
8/6/2021,LAA,@LAD,7,PH,1,0,0,0,0,0,0,0,1
8/5/2021,LAA,@TEX,2,DH,5,0,0,0,0,0,0,0,0
8/4/2021,LAA,@TEX,2,P,3,0,0,0,0,0,0,0,0
8/3/2021,LAA,@TEX,2,DH,5,2,1,0,0,2,0,0,0
8/2/2021,LAA,@TEX,2,DH,4,0,0,0,0,0,0,0,0
8/1/2021,LAA,OAK,2,DH,4,0,0,0,0,0,0,0,0
7/31/2021,LAA,OAK,2,DH,4,1,1,0,0,0,1,0,0
7/30/2021,LAA,OAK,2,DH,4,1,0,0,0,0,0,0,1
7/29/2021,LAA,OAK,2,DH,4,0,0,0,0,0,0,1,0
7/28/2021,LAA,COL,2,DH,5,2,0,0,1,2,3,0,0
7/27/2021,LAA,COL,2,DH,5,1,0,0,1,1,2,0,0
7/26/2021,LAA,COL,2,P,4,1,0,0,0,1,1,1,0
7/25/2021,LAA,@MIN,2,DH,4,2,0,0,1,1,1,1,1
7/24/2021,LAA,@MIN,2,DH,4,2,2,0,0,1,0,0,0
7/22/2021,LAA,@MIN,2,DH,4,0,0,0,0,0,0,0,0
7/20/2021,LAA,@OAK,2,DH,4,0,0,0,0,0,0,0,0
7/19/2021,LAA,@OAK,2,P-RF,4,1,1,0,0,0,0,0,0
7/18/2021,LAA,SEA,2,DH,5,2,0,0,1,1,2,0,0
7/17/2021,LAA,SEA,2,DH,5,0,0,0,0,0,0,0,0
7/16/2021,LAA,SEA,2,DH,5,1,0,0,0,0,2,0,0
7/11/2021,LAA,@SEA,2,DH,5,2,1,0,0,1,0,0,0
7/10/2021,LAA,@SEA,2,DH,4,0,0,0,0,0,0,0,1
7/9/2021,LAA,@SEA,2,DH,4,1,0,0,1,1,1,0,0
7/7/2021,LAA,BOS,2,DH,4,2,0,0,1,2,1,0,0
7/6/2021,LAA,BOS,2,P,4,1,1,0,0,1,1,0,0
7/5/2021,LAA,BOS,2,DH,5,1,0,0,0,0,0,0,0
7/4/2021,LAA,BAL,2,DH,4,1,0,0,1,1,1,0,0
7/3/2021,LAA,BAL,2,DH,5,0,0,0,0,1,0,0,0
7/2/2021,LAA,BAL,2,DH,5,2,0,0,2,3,3,1,0
6/30/2021,LAA,@NYY,1,P,1,0,0,0,0,0,0,0,0
6/29/2021,LAA,@NYY,2,DH,5,2,0,0,2,2,3,0,0
6/28/2021,LAA,@NYY,2,DH,5,1,0,0,1,1,1,0,0
6/27/2021,LAA,@TBR,2,DH,5,3,1,1,1,2,3,1,0
6/26/2021,LAA,@TBR,1,DH,4,1,1,0,0,1,1,0,0
6/25/2021,LAA,@TBR,1,DH,4,2,0,0,1,1,1,0,0
6/23/2021,LAA,SFG,2,P,3,0,0,0,0,0,0,0,0
6/22/2021,LAA,SFG,2,DH,4,0,0,0,0,0,0,0,0
6/20/2021,LAA,DET,2,DH,5,1,0,0,1,1,2,0,0
6/19/2021,LAA,DET,2,DH,5,1,0,0,1,1,2,0,0
6/18/2021,LAA,DET,2,DH,5,2,0,0,2,2,3,0,0
6/17/2021,LAA,DET,2,P,3,0,0,0,0,0,0,0,0
6/16/2021,LAA,@OAK,2,DH,4,2,0,0,1,1,1,1,0
6/15/2021,LAA,@OAK,2,DH,4,1,0,0,1,1,1,0,0
6/14/2021,LAA,@OAK,2,DH,5,1,0,0,0,0,0,0,0
6/13/2021,LAA,@ARI,8,PH,1,0,0,0,0,0,0,0,0
6/12/2021,LAA,@ARI,7,PH,1,1,0,0,0,0,0,0,0
6/11/2021,LAA,@ARI,2,P-RF,4,2,2,0,0,1,1,0,0
6/9/2021,LAA,KCR,2,DH,4,1,0,0,0,1,0,0,0
6/8/2021,LAA,KCR,2,DH,4,2,1,0,1,2,2,0,0
6/7/2021,LAA,KCR,2,DH,4,0,0,0,0,1,0,1,0
6/6/2021,LAA,SEA,2,DH,5,0,0,0,0,1,0,1,0
6/5/2021,LAA,SEA,2,DH,5,2,1,0,1,1,2,0,0
6/4/2021,LAA,SEA,2,P,3,0,0,0,0,0,0,0,0
6/3/2021,LAA,SEA,2,DH,4,0,0,0,0,0,0,0,0
5/31/2021,LAA,@SFG,6,PH,1,0,0,0,0,0,0,0,0
5/30/2021,LAA,@OAK,2,DH,5,0,0,0,0,0,0,0,0
5/29/2021,LAA,@OAK,2,DH,5,2,0,0,0,1,2,1,0
5/28/2021,LAA,@OAK,0,P,0,0,0,0,0,0,0,0,0
5/27/2021,LAA,@OAK,2,DH,4,0,0,0,0,0,0,0,0
5/26/2021,LAA,TEX,2,DH,4,1,0,0,0,1,0,0,0
5/25/2021,LAA,TEX,2,DH,5,1,0,0,1,1,3,0,0
5/23/2021,LAA,OAK,4,PH-RF,1,0,0,0,0,0,1,0,0
5/22/2021,LAA,OAK,2,DH,4,2,1,1,0,0,1,0,0
5/21/2021,LAA,OAK,2,DH,4,0,0,0,0,0,0,0,0
5/20/2021,LAA,MIN,2,DH,3,0,0,0,0,0,0,0,0
5/19/2021,LAA,CLE,2,P-RF,3,1,0,0,0,0,0,0,1
5/18/2021,LAA,CLE,2,DH,4,2,0,0,1,2,1,0,0
5/17/2021,LAA,CLE,2,DH,5,1,0,0,1,2,3,0,0
5/16/2021,LAA,@BOS,3,DH,5,1,0,0,1,1,2,0,0
5/15/2021,LAA,@BOS,2,DH,4,1,0,0,0,0,0,0,0
5/14/2021,LAA,@BOS,2,DH,4,2,1,0,1,1,1,0,0
5/12/2021,LAA,@HOU,1,DH,4,0,0,0,0,0,0,0,0
5/11/2021,LAA,@HOU,2,P-RF,4,1,0,0,0,0,0,0,0
5/10/2021,LAA,@HOU,2,DH,5,0,0,0,0,0,0,0,0
5/9/2021,LAA,LAD,2,DH,4,1,0,0,0,1,0,0,0
5/8/2021,LAA,LAD,2,DH,5,1,0,0,0,2,0,0,0
5/7/2021,LAA,LAD,2,DH,5,2,2,0,0,1,2,0,0
5/6/2021,LAA,TBR,2,DH,4,2,0,0,1,1,2,0,0
5/5/2021,LAA,TBR,0,P,0,0,0,0,0,0,0,0,0
5/4/2021,LAA,TBR,2,DH,4,0,0,0,0,1,0,0,0
5/3/2021,LAA,TBR,2,DH,4,2,1,0,1,1,2,0,1
5/2/2021,LAA,@SEA,2,DH,4,0,0,0,0,0,0,2,0
5/1/2021,LAA,@SEA,2,DH,5,0,0,0,0,1,1,1,0
4/30/2021,LAA,@SEA,2,DH,4,1,0,0,1,1,1,0,0
4/28/2021,LAA,@TEX,2,DH,4,1,1,0,0,0,0,0,0
4/27/2021,LAA,@TEX,2,DH,4,0,0,0,0,0,0,0,0
4/26/2021,LAA,@TEX,2,P,4,2,1,0,0,3,2,0,0
4/25/2021,LAA,@HOU,2,DH,5,1,0,0,1,1,1,0,0
4/24/2021,LAA,@HOU,2,DH-LF,4,1,0,0,1,1,1,0,0
4/23/2021,LAA,@HOU,2,DH,5,2,1,0,0,0,1,1,0
4/22/2021,LAA,@HOU,2,DH,5,0,0,0,0,0,0,0,0
4/21/2021,LAA,TEX,2,DH,4,1,0,0,1,1,1,0,0
4/20/2021,LAA,TEX,0,P,0,0,0,0,0,0,0,0,0
4/19/2021,LAA,TEX,2,DH,4,0,0,0,0,0,0,0,0
4/16/2021,LAA,MIN,2,DH,4,1,0,0,0,1,0,0,0
4/14/2021,LAA,@KCR,2,DH,4,0,0,0,0,0,0,0,0
4/13/2021,LAA,@KCR,2,DH,5,3,0,0,1,1,1,0,0
4/12/2021,LAA,@KCR,2,DH,5,3,2,0,0,2,3,0,1
4/10/2021,LAA,@TOR,2,DH,4,1,0,1,0,0,0,0,0
4/9/2021,LAA,@TOR,2,DH,5,2,1,0,1,1,4,0,0
4/8/2021,LAA,@TOR,2,DH,6,1,0,0,0,0,1,0,0
4/6/2021,LAA,HOU,2,DH,4,2,0,0,0,1,0,1,0
4/5/2021,LAA,HOU,8,PH,1,0,0,0,0,1,0,0,0
4/4/2021,LAA,CHW,2,P,3,1,0,0,1,1,1,0,0
4/3/2021,LAA,CHW,2,DH,4,1,0,0,0,0,0,1,0
4/2/2021,LAA,CHW,2,DH,5,2,0,1,1,2,2,0,0
4/1/2021,LAA,CHW,2,DH,4,0,0,0,0,1,0,0,0
9/27/2020,LAA,@LAD,4,DH,4,1,0,0,0,0,0,0,1
9/26/2020,LAA,@LAD,4,DH,5,0,0,0,0,0,0,0,0
9/25/2020,LAA,@LAD,9,PH,1,0,0,0,0,0,0,0,0
9/23/2020,LAA,@SDP,5,DH,4,1,0,0,1,1,2,0,0
9/21/2020,LAA,TEX,5,DH,4,0,0,0,0,2,0,0,0
9/20/2020,LAA,TEX,5,DH,4,0,0,0,0,0,1,0,0
9/19/2020,LAA,TEX,6,DH,3,2,0,0,1,2,1,0,0
9/12/2020,LAA,@COL,7,PR,0,0,0,0,0,1,0,0,0
9/11/2020,LAA,@COL,6,DH,4,0,0,0,0,0,0,0,0
9/9/2020,LAA,@TEX,5,DH,4,1,0,0,0,0,0,0,0
9/8/2020,LAA,@TEX,5,DH,4,1,0,0,0,0,0,1,0
9/5/2020,LAA,@HOU,9,PH,1,0,0,0,0,0,0,0,0
9/5/2020,LAA,HOU,4,DH,4,1,0,0,0,1,1,1,0
9/4/2020,LAA,HOU,4,DH,6,1,0,0,0,0,1,0,0
9/3/2020,LAA,SDP,5,DH,3,1,0,0,0,0,0,0,0
9/2/2020,LAA,SDP,1,DH,4,0,0,0,0,1,0,0,0
8/31/2020,LAA,SEA,9,PH,1,1,0,0,0,0,0,0,0
8/30/2020,LAA,SEA,2,DH,5,1,0,0,0,0,0,1,0
8/29/2020,LAA,SEA,2,DH,6,0,0,0,0,1,2,0,0
8/28/2020,LAA,SEA,2,DH,4,1,1,0,0,1,0,1,0
8/25/2020,LAA,@HOU,4,DH,5,2,1,0,0,1,2,1,0
8/25/2020,LAA,@HOU,5,DH,3,0,0,0,0,1,0,0,0
8/24/2020,LAA,@HOU,2,DH,4,0,0,0,0,0,0,0,0
8/23/2020,LAA,@OAK,5,DH,5,2,0,0,1,1,3,0,0
8/22/2020,LAA,@OAK,5,DH,4,0,0,0,0,0,0,0,0
8/20/2020,LAA,@SFG,5,DH,5,0,0,0,0,0,0,0,0
8/19/2020,LAA,@SFG,5,DH,4,0,0,0,0,0,0,0,0
8/18/2020,LAA,SFG,5,DH,4,0,0,0,0,0,1,0,0
8/16/2020,LAA,LAD,5,DH,4,1,0,0,0,1,0,0,0
8/15/2020,LAA,LAD,5,DH,4,0,0,0,0,0,0,0,0
8/14/2020,LAA,LAD,5,DH,4,1,1,0,0,1,0,0,0
8/12/2020,LAA,OAK,5,DH,4,0,0,0,0,0,0,0,0
8/11/2020,LAA,OAK,5,DH,5,2,0,0,0,1,0,1,0
8/10/2020,LAA,OAK,5,DH,5,2,1,0,1,1,2,0,0
8/9/2020,LAA,@TEX,4,DH,4,2,1,0,0,1,0,0,0
8/8/2020,LAA,@TEX,4,DH,4,0,0,0,0,0,0,0,0
8/7/2020,LAA,@TEX,3,DH,4,0,0,0,0,0,0,0,0
8/6/2020,LAA,@SEA,4,DH,4,1,0,0,1,2,1,0,0
8/2/2020,LAA,HOU,0,P,0,0,0,0,0,0,0,0,0
7/31/2020,LAA,HOU,4,DH,5,0,0,0,0,1,0,0,0
7/30/2020,LAA,SEA,5,DH,4,1,0,0,1,1,3,1,0
7/29/2020,LAA,SEA,4,DH,5,1,0,0,1,1,3,0,0
7/28/2020,LAA,SEA,5,DH,5,1,1,0,0,0,1,0,0
7/27/2020,LAA,@OAK,3,DH,4,0,0,0,0,0,0,0,0
7/26/2020,LAA,@OAK,0,P,0,0,0,0,0,0,0,0,0
7/24/2020,LAA,@OAK,3,DH,5,1,0,0,0,0,0,0,0
9/11/2019,LAA,CLE,3,DH,5,1,0,0,1,1,1,0,0
9/10/2019,LAA,CLE,3,DH,3,0,0,0,0,0,0,0,0
9/9/2019,LAA,CLE,3,DH,4,0,0,0,0,0,0,0,0
9/8/2019,LAA,@CHW,3,DH,4,1,0,0,0,0,1,0,0
9/7/2019,LAA,@CHW,4,DH,5,3,1,0,1,1,5,1,0
9/6/2019,LAA,@CHW,5,DH,4,2,1,1,0,1,0,0,0
9/4/2019,LAA,@OAK,5,DH,4,0,0,0,0,0,0,0,0
9/3/2019,LAA,@OAK,3,DH,4,1,1,0,0,0,1,0,0
9/1/2019,LAA,BOS,9,PH,1,0,0,0,0,0,0,0,0
8/31/2019,LAA,BOS,8,PH,1,0,0,0,0,0,0,0,0
8/30/2019,LAA,BOS,3,DH,8,0,0,0,0,1,0,0,0
8/28/2019,LAA,TEX,3,DH,4,1,1,0,0,0,0,0,0
8/27/2019,LAA,TEX,3,DH,4,1,0,0,0,1,0,0,0
8/25/2019,LAA,@HOU,3,DH,4,0,0,0,0,0,0,0,0
8/24/2019,LAA,@HOU,3,DH,5,1,0,0,0,0,0,0,0
8/23/2019,LAA,@HOU,3,DH,4,0,0,0,0,1,0,0,0
8/21/2019,LAA,@TEX,8,PH,1,0,0,0,0,0,0,0,0
8/20/2019,LAA,@TEX,3,DH,5,3,1,0,0,0,1,0,0
8/19/2019,LAA,@TEX,3,DH,6,2,0,1,0,2,1,1,0
8/18/2019,LAA,CHW,3,DH,5,2,0,0,1,1,2,0,0
8/17/2019,LAA,CHW,9,PH,1,1,0,0,0,1,0,0,0
8/16/2019,LAA,CHW,3,DH,4,1,0,0,0,0,1,0,0
8/15/2019,LAA,CHW,3,DH,5,2,1,0,0,1,0,0,0
8/14/2019,LAA,PIT,3,DH,4,2,0,0,0,1,0,0,0
8/13/2019,LAA,PIT,3,DH,5,2,1,1,0,2,2,1,0
8/12/2019,LAA,PIT,3,DH,5,1,0,0,0,0,0,0,0
8/11/2019,LAA,@BOS,3,DH,5,3,0,0,0,0,2,0,0
8/10/2019,LAA,@BOS,3,DH,5,2,1,0,0,2,2,0,0
8/9/2019,LAA,@BOS,3,DH,4,0,0,0,0,0,0,0,1
8/8/2019,LAA,@BOS,3,DH,3,1,1,0,0,0,0,0,0
8/6/2019,LAA,@CIN,6,PH,1,0,0,0,0,0,0,0,0
8/5/2019,LAA,@CIN,9,PH,1,0,0,0,0,0,0,0,0
8/4/2019,LAA,@CLE,3,DH,4,0,0,0,0,0,0,0,0
8/3/2019,LAA,@CLE,3,DH,4,2,1,0,0,0,0,0,0
8/2/2019,LAA,@CLE,3,DH,4,0,0,0,0,0,0,0,1
7/30/2019,LAA,DET,3,DH,4,3,0,0,0,1,1,1,0
7/29/2019,LAA,DET,3,DH,4,0,0,0,0,0,0,0,0
7/28/2019,LAA,BAL,3,DH,4,0,0,0,0,0,0,0,0
7/27/2019,LAA,BAL,3,DH,5,1,0,0,1,1,1,0,0
7/26/2019,LAA,BAL,3,DH,4,1,0,1,0,0,0,0,0
7/25/2019,LAA,BAL,3,DH,8,0,0,0,0,0,0,1,0
7/24/2019,LAA,@LAD,9,PH,1,0,0,0,0,0,0,0,0
7/23/2019,LAA,@LAD,9,PH,1,1,0,0,0,0,1,0,0
7/21/2019,LAA,@SEA,3,DH,5,2,1,0,0,1,0,0,0
7/20/2019,LAA,@SEA,3,DH,5,1,0,0,0,0,0,1,0
7/19/2019,LAA,@SEA,3,DH,3,0,0,0,0,0,0,0,0
7/18/2019,LAA,HOU,9,PH,1,0,0,0,0,0,0,0,0
7/17/2019,LAA,HOU,3,DH,4,2,0,0,0,0,0,0,0
7/16/2019,LAA,HOU,3,DH,4,2,0,0,0,1,1,1,0
7/15/2019,LAA,HOU,3,DH,5,0,0,0,0,1,0,0,0
7/14/2019,LAA,SEA,3,DH,4,1,0,0,0,0,1,0,0
7/13/2019,LAA,SEA,3,DH,4,0,0,0,0,1,0,1,0
7/12/2019,LAA,SEA,3,DH,5,1,0,0,0,1,0,0,0
7/7/2019,LAA,@HOU,3,DH,6,1,0,0,1,1,2,0,0
7/6/2019,LAA,@HOU,3,DH,4,1,1,0,0,0,0,0,0
7/5/2019,LAA,@HOU,3,DH,4,1,0,0,1,1,1,0,0
7/4/2019,LAA,@TEX,3,DH,5,2,0,0,0,0,0,0,0
7/3/2019,LAA,@TEX,3,DH,4,2,2,0,0,1,0,0,0
7/2/2019,LAA,@TEX,9,PH,1,1,0,0,0,0,0,0,0
6/30/2019,LAA,OAK,3,DH,4,2,0,0,2,2,2,0,0
6/29/2019,LAA,OAK,3,DH,4,0,0,0,0,0,0,0,0
6/28/2019,LAA,OAK,3,DH,4,3,1,0,0,1,0,0,0
6/27/2019,LAA,OAK,3,DH,4,1,0,0,1,1,2,0,0
6/26/2019,LAA,CIN,3,DH,4,3,1,0,0,1,0,1,0
6/25/2019,LAA,CIN,3,DH,4,1,0,0,0,0,1,0,0
6/23/2019,LAA,@STL,9,PH,1,1,0,0,0,0,0,0,0
6/22/2019,LAA,@STL,9,PH,1,0,0,0,0,0,0,0,0
6/21/2019,LAA,@STL,8,PH,1,0,0,0,0,0,0,0,0
6/20/2019,LAA,@TOR,9,PH,1,0,0,0,0,0,0,0,0
6/19/2019,LAA,@TOR,3,DH,6,2,1,0,0,0,0,1,0
6/18/2019,LAA,@TOR,3,DH,4,0,0,0,0,0,0,0,0
6/17/2019,LAA,@TOR,3,DH,5,2,1,0,1,1,3,0,0
6/16/2019,LAA,@TBR,3,DH,5,2,0,0,0,1,0,0,0
6/15/2019,LAA,@TBR,3,DH,4,0,0,0,0,0,0,0,0
6/14/2019,LAA,@TBR,3,DH,5,1,0,0,0,1,1,1,0
6/13/2019,LAA,@TBR,3,DH,4,4,1,1,1,2,3,0,0
6/11/2019,LAA,LAD,3,DH,4,2,0,0,1,1,1,1,0
6/10/2019,LAA,LAD,4,PH-DH,1,0,0,0,0,1,0,0,0
6/9/2019,LAA,SEA,3,DH,4,0,0,0,0,0,0,0,0
6/8/2019,LAA,SEA,3,DH,5,3,1,0,1,3,2,0,0
6/7/2019,LAA,SEA,3,DH,4,0,0,0,0,0,0,0,0
6/6/2019,LAA,OAK,3,DH,4,1,0,0,0,1,0,0,0
6/5/2019,LAA,OAK,3,DH,5,2,0,0,1,2,4,0,0
6/4/2019,LAA,OAK,3,DH,4,2,0,0,1,1,2,0,0
6/2/2019,LAA,@SEA,3,DH,6,0,0,0,0,0,1,0,0
6/1/2019,LAA,@SEA,3,DH,5,0,0,0,0,0,0,0,0
5/31/2019,LAA,@SEA,3,DH,4,2,0,0,1,1,2,0,0
5/29/2019,LAA,@OAK,3,DH,7,1,0,0,0,1,0,0,0
5/28/2019,LAA,@OAK,3,DH,5,2,0,0,0,0,2,0,0
5/27/2019,LAA,@OAK,3,DH,4,1,0,0,0,0,0,0,1
5/26/2019,LAA,TEX,3,DH,4,0,0,0,0,0,1,0,0
5/25/2019,LAA,TEX,3,DH,4,1,0,0,0,0,0,0,0
5/24/2019,LAA,TEX,3,DH,4,0,0,0,0,0,0,0,0
5/21/2019,LAA,MIN,3,DH,4,1,0,0,0,0,0,0,0
5/20/2019,LAA,MIN,3,DH,4,0,0,0,0,0,0,0,0
5/19/2019,LAA,KCR,3,DH,4,0,0,0,0,0,0,0,0
5/18/2019,LAA,KCR,3,DH,4,1,0,0,1,1,2,0,0
5/17/2019,LAA,KCR,3,DH,4,1,0,0,0,0,0,0,0
5/15/2019,LAA,@MIN,3,DH,6,1,0,0,0,1,0,0,0
5/14/2019,LAA,@MIN,3,DH,4,3,0,0,0,0,1,0,0
5/13/2019,LAA,@MIN,3,DH,5,2,0,0,1,1,2,0,0
5/11/2019,LAA,@BAL,3,DH,5,2,0,0,0,1,1,0,0
5/10/2019,LAA,@BAL,3,DH,5,0,0,0,0,0,0,0,0
5/9/2019,LAA,@DET,3,DH,5,2,0,0,0,0,1,0,0
5/8/2019,LAA,@DET,3,DH,4,0,0,0,0,0,0,0,0
5/7/2019,LAA,@DET,3,DH,5,0,0,0,0,0,1,0,0
9/30/2018,LAA,OAK,3,DH,4,1,0,0,0,1,0,0,0
9/29/2018,LAA,OAK,4,DH,4,0,0,0,0,0,0,0,0
9/28/2018,LAA,OAK,4,DH,4,3,1,0,0,1,2,1,0
9/26/2018,LAA,TEX,4,DH,4,2,0,0,1,1,2,0,0
9/25/2018,LAA,TEX,4,DH,4,1,0,0,0,1,1,0,0
9/24/2018,LAA,TEX,3,DH,5,1,0,0,1,1,1,0,0
9/23/2018,LAA,@HOU,3,DH,4,0,0,0,0,0,0,0,0
9/22/2018,LAA,@HOU,4,DH,4,1,0,0,0,1,0,0,0
9/21/2018,LAA,@HOU,4,DH,4,0,0,0,0,0,0,0,0
9/20/2018,LAA,@OAK,4,DH,3,0,0,0,0,0,0,0,0
9/19/2018,LAA,@OAK,4,DH,3,1,0,0,0,0,0,0,0
9/18/2018,LAA,@OAK,5,DH,4,1,0,0,0,1,0,0,0
9/16/2018,LAA,SEA,3,DH,4,0,0,0,0,1,0,0,1
9/15/2018,LAA,SEA,4,DH,4,2,0,0,1,1,1,0,0
9/14/2018,LAA,SEA,4,DH,4,0,0,0,0,0,0,0,0
9/13/2018,LAA,SEA,4,DH,4,1,1,0,0,0,0,0,0
9/12/2018,LAA,TEX,4,DH,4,2,1,0,0,1,0,0,0
9/11/2018,LAA,TEX,4,DH,3,0,0,0,0,0,0,0,0
9/10/2018,LAA,TEX,5,DH,4,2,1,0,0,1,1,1,0
9/9/2018,LAA,@CHW,4,DH,4,1,1,0,0,0,0,0,1
9/8/2018,LAA,@CHW,4,DH,5,2,0,1,0,2,3,1,1
9/7/2018,LAA,@CHW,5,DH,5,1,0,0,1,1,3,0,0
9/5/2018,LAA,@TEX,3,DH,5,4,0,0,2,4,3,1,0
9/4/2018,LAA,@TEX,2,DH,4,1,0,0,1,1,1,0,0
9/2/2018,LAA,@HOU,0,P,0,0,0,0,0,0,0,0,0
8/31/2018,LAA,@HOU,6,DH,4,1,0,0,0,0,0,0,0
8/30/2018,LAA,@HOU,5,DH,4,1,0,0,0,2,0,0,0
8/28/2018,LAA,COL,7,PH,1,0,0,0,0,0,0,0,0
8/27/2018,LAA,COL,4,DH,5,2,0,0,1,2,3,0,0
8/26/2018,LAA,HOU,7,PH,1,0,0,0,0,0,0,0,0
8/25/2018,LAA,HOU,4,DH,4,2,1,0,1,1,2,0,1
8/24/2018,LAA,HOU,6,PH,1,0,0,0,0,0,0,0,0
8/22/2018,LAA,@ARI,9,PH,1,1,0,0,0,0,0,0,0
8/21/2018,LAA,@ARI,5,PH,1,0,0,0,0,0,0,0,0
8/19/2018,LAA,@TEX,3,DH,4,1,1,0,0,1,0,0,0
8/18/2018,LAA,@TEX,6,PH,1,1,0,0,1,1,3,0,0
8/17/2018,LAA,@TEX,4,DH,4,0,0,0,0,0,0,0,0
